"title","speaker","lines"
"The Room Where It Happens","COMPANY","What do you want, Burr?"
"The Room Where It Happens","HAMILTON/JEFFERSON/MADISON/WASHINGTON","If you stand for nothing"
"The Room Where It Happens","COMPANY","What do you want, Burr?"
"The Room Where It Happens","HAMILTON/JEFFERSON/MADISON/WASHINGTON","Burr, then what do you fall for?"
"The Room Where It Happens","COMPANY","What do you want?"
"The Room Where It Happens","BURR","I"
"The Room Where It Happens","BURR","Wanna be in"
"The Room Where It Happens","BURR","The room where it happens"
"The Room Where It Happens","BURR","The room where it happens"
"The Room Where It Happens","BURR","I"
"The Room Where It Happens","BURR","Wanna be in"
"The Room Where It Happens","BURR","The room where it happens"
"The Room Where It Happens","BURR","The room where it happens"
"The Room Where It Happens","BURR","I I wanna be in"
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","Wanna be "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","In the room where it happens "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I "
"The Room Where It Happens","COMPANY","I wanna be in the room"
"The Room Where It Happens","COMPANY","Where it happens"
"The Room Where It Happens","BURR","I wanna be in the room... "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","Oh "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","Oh "
"The Room Where It Happens","COMPANY","I wanna be in"
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I wanna be "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I wanna be "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I've got to be "
"The Room Where It Happens","COMPANY","I wanna be in"
"The Room Where It Happens","BURR","I've got to be "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","In that room "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","In that big ol' room "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","COMPANY","The art of the compromise-"
"The Room Where It Happens","BURR","Hold your nose and close your eyes"
"The Room Where It Happens","COMPANY","We want our leaders to save the day-"
"The Room Where It Happens","BURR","But we don't get a say in what they trade away"
"The Room Where It Happens","COMPANY","We dream of a brand new start-"
"The Room Where It Happens","BURR","But we dream in the dark for the most part"
"The Room Where It Happens","BURR & COMPANY","Dark as a tomb where it happens"
"The Room Where It Happens","BURR","I've got to be in"
"The Room Where It Happens","BURR","The room... "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I've got to be..."
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I've got to be..."
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","Oh, I've got to be in"
"The Room Where It Happens","BURR","The room where it happens... "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I've got to be, I've gotta be "
"The Room Where It Happens","COMPANY","The room where it happens"
"The Room Where It Happens","BURR","I've gotta be..."
"The Room Where It Happens","BURR","In the room! "
"The Room Where It Happens","COMPANY","I wanna be in the room"
"The Room Where It Happens","COMPANY","Where it happens!"
"The Room Where It Happens","BURR","Click-boom! "
"The Room Where It Happens","COMPANY","Click-boom!"
"Schuyler Defeated","PHILIP","Look!"
"Schuyler Defeated","PHILIP","Grandpa's in the paper!"
"Schuyler Defeated","PHILIP","""War hero Philip Schuyler loses Senate seat to young upstart Aaron Burr!"""
"Schuyler Defeated","PHILIP","Grandpa just lost his seat in the senate"
"Schuyler Defeated","ELIZA","Sometimes that's how it goes"
"Schuyler Defeated","PHILIP","Daddy's gonna find out any minute"
"Schuyler Defeated","ELIZA","I'm sure he already knows"
"Schuyler Defeated","PHILIP","Further down"
"Schuyler Defeated","ELIZA/PHILIP","Further down"
"Schuyler Defeated","PHILIP","Let's meet the newest senator from New York"
"Schuyler Defeated","ELIZA","New York"
"Schuyler Defeated","ELIZA/PHILIP","Our senator"
"Schuyler Defeated","HAMILTON","Burr?"
"Schuyler Defeated","HAMILTON","Since when are you a Democratic-Republican?"
"Schuyler Defeated","BURR","Since being one put me on the up and up again"
"Schuyler Defeated","HAMILTON","No one knows who you are or what you do"
"Schuyler Defeated","BURR","They don't need to know me"
"Schuyler Defeated","BURR","They don't like you"
"Schuyler Defeated","HAMILTON","Excuse me?"
"Schuyler Defeated","BURR","Oh, Wall Street thinks you're great"
"Schuyler Defeated","BURR","You'll always be adored by the things you create"
"Schuyler Defeated","BURR","But upstate-"
"Schuyler Defeated","HAMILTON","Wait"
"Schuyler Defeated","BURR","-people think you're crooked"
"Schuyler Defeated","BURR","Schuyler's seat was up for grabs so I took it"
"Schuyler Defeated","HAMILTON","I've always considered you a friend"
"Schuyler Defeated","BURR","I don't see why that has to end"
"Schuyler Defeated","HAMILTON","You changed parties to run against my father-in-law"
"Schuyler Defeated","BURR","I changed parties to seize the opportunity I saw"
"Schuyler Defeated","BURR","I swear your pride will be the death of us all"
"Schuyler Defeated","BURR","Beware, it goeth before the fall"
"Cabinet Battle #2","WASHINGTON","The issue on the table: France is on the verge of war with England"
"Cabinet Battle #2","WASHINGTON","And do we provide aid and our troops to our French allies or do we stay out of it?"
"Cabinet Battle #2","WASHINGTON","Remember, my decision on this matter is not subject to congressional approval"
"Cabinet Battle #2","WASHINGTON","The only person you have to convince is me"
"Cabinet Battle #2","WASHINGTON","Secretary Jefferson, you have the floor, sir"
"Cabinet Battle #2","JEFFERSON","When we were on death's door, when we were needy"
"Cabinet Battle #2","JEFFERSON","We made a promise, we signed a treaty"
"Cabinet Battle #2","JEFFERSON","We needed money and guns and half a chance"
"Cabinet Battle #2","JEFFERSON","Who provided those funds?"
"Cabinet Battle #2","MADISON","France"
"Cabinet Battle #2","JEFFERSON","In return, they didn't ask for land"
"Cabinet Battle #2","JEFFERSON","Only a promise that we'd lend a hand"
"Cabinet Battle #2","JEFFERSON","And stand with them if they fought against oppressors"
"Cabinet Battle #2","JEFFERSON","And revolution is messy but now is the time to stand"
"Cabinet Battle #2","JEFFERSON","Stand with our brothers as they fight against tyranny"
"Cabinet Battle #2","JEFFERSON","I know that Alexander Hamilton is here and he"
"Cabinet Battle #2","JEFFERSON","Would rather not have this debate"
"Cabinet Battle #2","JEFFERSON","I'll remind you that he is not Secretary of State"
"Cabinet Battle #2","JEFFERSON","He knows nothing of loyalty"
"Cabinet Battle #2","JEFFERSON","Smells like new money, dresses like fake royalty"
"Cabinet Battle #2","JEFFERSON","Desperate to rise above his station"
"Cabinet Battle #2","JEFFERSON","Everything he does betrays the ideals of our nation"
"Cabinet Battle #2","ENSEMBLE","Ooh!!"
"Cabinet Battle #2","JEFFERSON","Hey, and if ya don't know, now ya know, Mr. President"
"Cabinet Battle #2","WASHINGTON","Thank you, Secretary Jefferson. Secretary Hamilton, your response"
"Cabinet Battle #2","HAMILTON","You must be out of your Goddamn mind if you think"
"Cabinet Battle #2","HAMILTON","The President is gonna bring the nation to the brink"
"Cabinet Battle #2","HAMILTON","Of meddling in the middle of a military mess"
"Cabinet Battle #2","HAMILTON","A game of chess, where France is Queen and Kingless"
"Cabinet Battle #2","HAMILTON","We signed a treaty with a King whose head is now in a basket"
"Cabinet Battle #2","HAMILTON","Would you like to take it out and ask it?"
"Cabinet Battle #2","HAMILTON","""Should we honor our treaty, King Louis's head?"""
"Cabinet Battle #2","HAMILTON","""Uh... do whatever you want, I'm super dead."""
"Cabinet Battle #2","WASHINGTON","Enough. Hamilton is right"
"Cabinet Battle #2","JEFFERSON","Mr. President-"
"Cabinet Battle #2","WASHINGTON","We're too fragile to start another fight"
"Cabinet Battle #2","JEFFERSON","But sir, do we not fight for freedom?"
"Cabinet Battle #2","WASHINGTON","Sure, when the French figure out who's gonna lead 'em"
"Cabinet Battle #2","JEFFERSON","The people are leading-"
"Cabinet Battle #2","WASHINGTON","The people are rioting"
"Cabinet Battle #2","WASHINGTON","There's a difference. Frankly, it's a little disquieting you would let your ideals blind you to reality"
"Cabinet Battle #2","WASHINGTON","Hamilton"
"Cabinet Battle #2","HAMILTON","Sir"
"Cabinet Battle #2","WASHINGTON","Draft a statement of neutrality"
"Cabinet Battle #2","JEFFERSON","Did you forget Lafayette?"
"Cabinet Battle #2","HAMILTON","What?"
"Cabinet Battle #2","JEFFERSON","Have you an ounce of regret?"
"Cabinet Battle #2","JEFFERSON","You accumulate debt, you accumulate power"
"Cabinet Battle #2","JEFFERSON","Yet in their hour of need, you forget"
"Cabinet Battle #2","HAMILTON","Lafayette's a smart man, he'll be fine"
"Cabinet Battle #2","HAMILTON","And before he was your friend, he was mine"
"Cabinet Battle #2","HAMILTON","If we try to fight in every revolution in the world, we never stop"
"Cabinet Battle #2","HAMILTON","Where do we draw the line?"
"Cabinet Battle #2","JEFFERSON","So quick-witted"
"Cabinet Battle #2","HAMILTON","Alas, I admit it"
"Cabinet Battle #2","JEFFERSON","I bet you were quite a lawyer"
"Cabinet Battle #2","HAMILTON","My defendants got acquitted"
"Cabinet Battle #2","JEFFERSON","Yeah. Well, someone oughta remind you"
"Cabinet Battle #2","HAMILTON","What?"
"Cabinet Battle #2","JEFFERSON","You're nothing without Washington behind you"
"Cabinet Battle #2","WASHINGTON","Hamilton!"
"Cabinet Battle #2","JEFFERSON","Daddy's calling!"
"Washington On Your Side","BURR","It must be nice, it must be nice to have"
"Washington On Your Side","BURR","Washington on your side"
"Washington On Your Side","BURR","It must be nice, it must be nice to have"
"Washington On Your Side","BURR","Washington on your side"
"Washington On Your Side","JEFFERSON","Ev'ry action has its equal, opposite reactions"
"Washington On Your Side","JEFFERSON","Thanks to Hamilton, our cab'net's fractured into factions"
"Washington On Your Side","JEFFERSON","Try not to crack under the stress, we're breaking down like fractions"
"Washington On Your Side","JEFFERSON","We smack each other in the press, and we don't print retractions"
"Washington On Your Side","JEFFERSON","I get no satisfaction witnessing his fits of passion"
"Washington On Your Side","JEFFERSON","The way he primps and preens and dresses like the pits of fashion"
"Washington On Your Side","JEFFERSON","Our poorest citizens, our farmers, live ration to ration"
"Washington On Your Side","JEFFERSON","As Wall Street robs 'em blind in search of chips to cash in"
"Washington On Your Side","JEFFERSON","This prick is askin' for someone to bring him to task"
"Washington On Your Side","JEFFERSON","Somebody gimme some dirt on this vacuous mass so we can at last unmask him"
"Washington On Your Side","JEFFERSON","I'll pull the trigger on him, someone load the gun and cock it"
"Washington On Your Side","JEFFERSON","While we were all watching, he got Washington in his pocket"
"Washington On Your Side","BURR/JEFFERSON","It must be nice, it must be nice to have"
"Washington On Your Side","BURR/JEFFERSON","Washington on your side"
"Washington On Your Side","BURR/JEFFERSON","It must be nice, it must be nice to have"
"Washington On Your Side","BURR/JEFFERSON","Washington on your side"
"Washington On Your Side","BURR/JEFFERSON","Look back at the Bill of Rights"
"Washington On Your Side","MADISON","Which I wrote"
"Washington On Your Side","BURR/JEFFERSON/MADISON","The ink hasn't dried"
"Washington On Your Side","BURR/JEFFERSON/MADISON","It must be nice, it must be nice to have"
"Washington On Your Side","BURR/JEFFERSON/MADISON","Washington on your side"
"Washington On Your Side","MADISON","So he's doubled the size of the government"
"Washington On Your Side","MADISON","Wasn't the trouble with much of our previous government size?"
"Washington On Your Side","BURR","Look in his eyes!"
"Washington On Your Side","JEFFERSON","See how he lies"
"Washington On Your Side","MADISON","Follow the scent of his enterprise"
"Washington On Your Side","JEFFERSON","Centralizing national credit"
"Washington On Your Side","JEFFERSON","And making American credit competitive"
"Washington On Your Side","MADISON","If we don't stop it we aid and abet it"
"Washington On Your Side","JEFFERSON","I have to resign"
"Washington On Your Side","MADISON","Somebody has to stand up for the South!"
"Washington On Your Side","BURR","Somebody has to stand up to his mouth!"
